Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
0,140,35,35,1.0,0.6,0.45,0.2713097713097713,0.21043771043771045,0:02:45.992250
2,140,35,35,1.0,0.6,0.45,0.2910602910602911,0.26430976430976433,0:02:46.755206
1,140,35,35,1.0,0.6,0.45,0.29002079002079,0.28114478114478114,0:02:46.928741
3,140,35,35,1.0,0.6,0.45,0.3471933471933472,0.29797979797979796,0:02:48.974268
4,140,35,35,1.0,0.6,0.45,0.2993762993762994,0.2878787878787879,0:02:50.037453
