Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
0.6205821205821206,0.5942760942760943,0,300,16,1,0.9,0.003,0:01:47.667464
0.5769230769230769,0.5336700336700336,0,200,25,2,0.7,0.001,0:01:51.195728
0.5384615384615384,0.46296296296296297,1,200,25,1,0.8,0.003,0:01:51.031321
0.4085239085239085,0.335016835016835,0,300,16,1,0.9,0.001,0:01:45.635320
0.6029106029106029,0.49326599326599324,0,200,25,2,0.8,0.003,0:01:51.174755
0.4386694386694387,0.3888888888888889,1,200,25,1,0.8,0.001,0:01:49.224884
0.5363825363825364,0.4696969696969697,0,300,16,2,0.7,0.003,0:01:47.101007
0.5769230769230769,0.5336700336700336,0,200,25,2,0.8,0.001,0:01:47.104186
0.46465696465696466,0.42592592592592593,0,300,16,2,0.7,0.001,0:01:32.999258
0.6268191268191268,0.5252525252525253,1,200,25,1,0.9,0.003,0:01:39.807583
0.49480249480249483,0.41414141414141414,0,200,25,2,0.9,0.003,0:01:43.045001
0.6153846153846154,0.5808080808080808,0,300,16,2,0.8,0.003,0:01:47.393375
0.4074844074844075,0.37037037037037035,1,200,25,1,0.9,0.001,0:01:49.586387
0.42203742203742206,0.34175084175084175,0,200,25,2,0.9,0.001,0:01:50.739266
0.5457380457380457,0.5185185185185185,0,300,16,2,0.8,0.001,0:01:47.530401
0.6715176715176715,0.5925925925925926,1,200,25,2,0.7,0.003,0:01:53.125482
0.5727650727650727,0.49158249158249157,0,200,25,3,0.7,0.003,0:01:55.236024
0.43347193347193347,0.4057239057239057,0,300,16,2,0.9,0.003,0:01:49.438511
0.4189189189189189,0.35353535353535354,1,200,25,2,0.7,0.001,0:01:51.876341
0.5769230769230769,0.5336700336700336,0,200,25,3,0.7,0.001,0:01:52.387765
0.44490644490644493,0.398989898989899,0,300,16,2,0.9,0.001,0:01:48.215035
0.5467775467775468,0.49663299663299665,1,200,25,2,0.8,0.003,0:01:55.044886
0.6153846153846154,0.5151515151515151,0,200,25,3,0.8,0.003,0:01:55.230418
0.44282744282744285,0.4006734006734007,1,200,25,2,0.8,0.001,0:01:53.162154
0.5374220374220374,0.4797979797979798,1,300,16,2,0.7,0.003,0:01:49.833400
0.4968814968814969,0.4292929292929293,2,200,25,1,0.8,0.001,0:01:53.160028
0.5062370062370062,0.45791245791245794,1,200,25,2,0.9,0.003,0:01:55.379848
0.4573804573804574,0.4225589225589226,1,300,16,2,0.7,0.001,0:01:47.842810
0.579002079002079,0.5336700336700336,2,200,25,1,0.9,0.003,0:01:55.213788
0.4178794178794179,0.32323232323232326,1,200,25,2,0.9,0.001,0:01:52.883066
0.6299376299376299,0.5656565656565656,1,300,16,2,0.8,0.003,0:01:49.835644
0.39604989604989604,0.3501683501683502,2,200,25,1,0.9,0.001,0:01:52.585579
0.604989604989605,0.5336700336700336,1,200,25,3,0.7,0.003,0:01:56.265325
0.4022869022869023,0.3501683501683502,1,300,16,2,0.8,0.001,0:01:49.010032
0.6465696465696466,0.5404040404040404,2,200,25,2,0.7,0.003,0:01:56.662320
0.7318087318087318,0.6279461279461279,1,300,16,2,0.9,0.003,0:01:50.088587
0.4230769230769231,0.3838383838383838,1,200,25,3,0.7,0.001,0:01:53.573643
0.5291060291060291,0.4595959595959596,2,200,25,2,0.7,0.001,0:01:54.367739
0.48232848232848236,0.41414141414141414,1,300,16,2,0.9,0.001,0:01:48.782152
0.49272349272349275,0.4276094276094276,1,200,25,3,0.8,0.003,0:01:56.004322
0.6517671517671517,0.5622895622895623,2,200,25,2,0.8,0.003,0:01:56.063228
0.5114345114345115,0.45286195286195285,1,300,16,3,0.7,0.003,0:01:50.808965
0.5,0.49158249158249157,1,200,25,3,0.8,0.001,0:01:53.708662
0.3108108108108108,0.26936026936026936,2,200,25,2,0.8,0.001,0:01:53.439324
0.4074844074844075,0.35858585858585856,1,300,16,3,0.7,0.001,0:01:48.837482
0.45114345114345117,0.41245791245791247,1,200,25,3,0.9,0.003,0:01:56.084772
0.5395010395010394,0.5134680134680135,2,200,25,2,0.9,0.003,0:01:57.226256
0.5893970893970893,0.5404040404040404,1,300,16,3,0.8,0.003,0:01:52.706473
0.49584199584199584,0.4595959595959596,1,200,25,3,0.9,0.001,0:01:54.615190
0.41476091476091476,0.3569023569023569,2,200,25,2,0.9,0.001,0:01:54.207346
0.5051975051975052,0.4595959595959596,1,300,16,3,0.8,0.001,0:01:49.144679
0.45322245322245325,0.43265993265993263,1,300,16,1,0.7,0.003,0:01:51.278012
0.41372141372141374,0.36363636363636365,2,200,25,3,0.7,0.003,0:01:56.507769
0.6112266112266113,0.5420875420875421,1,300,16,3,0.9,0.003,0:01:51.062414
0.5291060291060291,0.4730639730639731,1,300,16,1,0.7,0.001,0:01:43.316212
0.44594594594594594,0.41245791245791247,2,200,25,3,0.7,0.001,0:01:22.423633
0.5665280665280665,0.49326599326599324,1,300,16,3,0.9,0.001,0:01:11.661727
0.5925155925155925,0.5353535353535354,1,300,16,1,0.8,0.003,0:01:12.620852
0.58004158004158,0.5151515151515151,2,200,25,3,0.8,0.003,0:01:15.992250
0.6673596673596673,0.5723905723905723,2,200,25,1,0.7,0.003,0:01:15.100262
0.4022869022869023,0.3501683501683502,1,300,16,1,0.8,0.001,0:01:11.155360
0.5582120582120582,0.4764309764309764,2,200,25,3,0.8,0.001,0:01:14.350943
0.4189189189189189,0.367003367003367,2,200,25,1,0.7,0.001,0:01:13.998593
0.5176715176715176,0.4730639730639731,1,300,16,1,0.9,0.003,0:01:12.851544
0.5914760914760915,0.48653198653198654,2,200,25,3,0.9,0.003,0:01:14.908749
0.48232848232848236,0.4225589225589226,2,200,25,1,0.8,0.003,0:01:15.153099
0.5384615384615384,0.48653198653198654,1,300,16,1,0.9,0.001,0:01:11.357233
0.48232848232848236,0.398989898989899,2,200,25,3,0.9,0.001,0:01:13.845592
0.6122661122661123,0.5151515151515151,2,300,16,1,0.7,0.003,0:01:11.891521
0.340956340956341,0.3282828282828283,2,300,16,3,0.8,0.001,0:01:11.251152
0.45114345114345117,0.3888888888888889,3,200,25,3,0.7,0.003,0:01:16.236064
0.43243243243243246,0.3956228956228956,2,300,16,1,0.7,0.001,0:01:11.689359
0.6185031185031185,0.5993265993265994,2,300,16,3,0.9,0.003,0:01:12.405441
0.44282744282744285,0.38215488215488214,3,200,25,3,0.7,0.001,0:01:13.858556
0.6340956340956341,0.5959595959595959,2,300,16,1,0.8,0.003,0:01:11.476868
0.4282744282744283,0.3872053872053872,2,300,16,3,0.9,0.001,0:01:10.986146
0.41372141372141374,0.36363636363636365,2,300,16,1,0.8,0.001,0:01:10.659111
0.6091476091476091,0.5336700336700336,3,200,25,3,0.8,0.003,0:01:15.082179
0.5509355509355509,0.5218855218855218,3,200,25,1,0.7,0.003,0:01:19.303367
0.6330561330561331,0.569023569023569,2,300,16,1,0.9,0.003,0:01:40.494715
0.5852390852390852,0.5538720538720538,3,200,25,3,0.8,0.001,0:01:44.467563
0.3991683991683992,0.36195286195286197,3,200,25,1,0.7,0.001,0:01:44.367002
0.4158004158004158,0.37542087542087543,2,300,16,1,0.9,0.001,0:01:33.631288
0.5488565488565489,0.5218855218855218,3,200,25,3,0.9,0.003,0:01:40.729920
0.5446985446985447,0.4292929292929293,3,200,25,1,0.8,0.003,0:01:40.374683
0.5914760914760915,0.5572390572390572,2,300,16,2,0.7,0.003,0:01:39.913508
0.39397089397089397,0.37542087542087543,3,200,25,3,0.9,0.001,0:01:42.120517
0.4885654885654886,0.4595959595959596,3,200,25,1,0.8,0.001,0:01:39.888265
0.43243243243243246,0.3956228956228956,2,300,16,2,0.7,0.001,0:01:27.297665
0.5488565488565489,0.4983164983164983,3,300,16,1,0.7,0.003,0:01:27.478850
0.5051975051975052,0.49158249158249157,3,200,25,1,0.9,0.003,0:01:30.646068
0.5395010395010394,0.4764309764309764,2,300,16,2,0.8,0.003,0:01:32.075859
0.3794178794178794,0.36363636363636365,3,300,16,1,0.7,0.001,0:01:30.939395
0.3981288981288981,0.3653198653198653,3,200,25,1,0.9,0.001,0:01:35.117354
0.525987525987526,0.45791245791245794,2,300,16,2,0.8,0.001,0:01:25.748815
0.5852390852390852,0.49158249158249157,3,300,16,1,0.8,0.003,0:01:28.035729
0.46361746361746364,0.39057239057239057,3,200,25,2,0.7,0.003,0:01:30.846169
0.5550935550935551,0.51010101010101,2,300,16,2,0.9,0.003,0:01:26.067572
0.3981288981288981,0.3602693602693603,3,300,16,1,0.8,0.001,0:01:25.417556
0.44282744282744285,0.38215488215488214,3,200,25,2,0.7,0.001,0:01:29.135170
0.41476091476091476,0.33164983164983164,2,300,16,2,0.9,0.001,0:01:26.357361
0.4677754677754678,0.4208754208754209,3,300,16,1,0.9,0.003,0:01:28.605954
0.6559251559251559,0.5976430976430976,3,200,25,2,0.8,0.003,0:01:31.819474
0.5415800415800416,0.5067340067340067,2,300,16,3,0.7,0.003,0:01:26.506417
0.4553014553014553,0.38047138047138046,3,300,16,1,0.9,0.001,0:01:25.031693
0.35135135135135137,0.3468013468013468,3,200,25,2,0.8,0.001,0:01:29.049470
0.43243243243243246,0.3956228956228956,2,300,16,3,0.7,0.001,0:01:24.248537
0.5176715176715176,0.4831649831649832,3,300,16,2,0.7,0.003,0:01:26.668325
0.5582120582120582,0.49663299663299665,3,200,25,2,0.9,0.003,0:01:29.898082
0.5758835758835759,0.5016835016835017,2,300,16,3,0.8,0.003,0:01:25.731949
0.3388773388773389,0.3333333333333333,3,300,16,2,0.7,0.001,0:01:25.733124
0.38461538461538464,0.3653198653198653,3,200,25,2,0.9,0.001,0:01:29.014697
0.4261954261954262,0.37542087542087543,3,300,16,2,0.8,0.001,0:01:25.413311
0.46153846153846156,0.3838383838383838,3,300,16,2,0.8,0.003,0:01:27.563608
0.5519750519750519,0.5033670033670034,4,200,25,2,0.7,0.003,0:01:30.699420
0.5644490644490644,0.4797979797979798,3,300,16,2,0.9,0.003,0:01:26.352919
0.46465696465696466,0.3888888888888889,4,300,16,1,0.8,0.001,0:01:25.627660
0.38357588357588357,0.30808080808080807,4,200,25,2,0.7,0.001,0:01:33.586194
0.5498960498960499,0.4781144781144781,3,300,16,2,0.9,0.001,0:01:29.591672
0.5166320166320166,0.47474747474747475,4,300,16,1,0.9,0.003,0:01:33.884417
0.6777546777546778,0.622895622895623,4,200,25,2,0.8,0.003,0:01:32.717197
0.5987525987525988,0.5269360269360269,3,300,16,3,0.7,0.003,0:01:29.068002
0.32432432432432434,0.2558922558922559,4,300,16,1,0.9,0.001,0:01:26.707998
0.38253638253638256,0.3451178451178451,4,200,25,2,0.8,0.001,0:01:29.766765
0.3388773388773389,0.3333333333333333,3,300,16,3,0.7,0.001,0:01:25.953521
0.5696465696465697,0.5303030303030303,4,300,16,2,0.7,0.003,0:01:27.997103
0.58004158004158,0.5572390572390572,4,200,25,2,0.9,0.003,0:01:31.774530
0.5041580041580042,0.4478114478114478,3,300,16,3,0.8,0.003,0:01:28.669317
0.3794178794178794,0.3383838383838384,4,300,16,2,0.7,0.001,0:01:32.102391
0.4230769230769231,0.3434343434343434,4,200,25,2,0.9,0.001,0:01:35.759672
0.4261954261954262,0.37542087542087543,3,300,16,3,0.8,0.001,0:01:31.141729
0.4708939708939709,0.4158249158249158,4,300,16,2,0.8,0.003,0:01:29.679466
0.5550935550935551,0.5235690235690236,4,200,25,3,0.7,0.003,0:01:32.657652
0.5395010395010394,0.4781144781144781,3,300,16,3,0.9,0.003,0:01:28.002085
0.44386694386694386,0.41919191919191917,4,300,16,2,0.8,0.001,0:01:26.417287
0.5935550935550935,0.5252525252525253,3,300,16,3,0.9,0.001,0:01:27.096145
0.47193347193347196,0.41245791245791247,4,200,25,3,0.7,0.001,0:01:30.763271
0.632016632016632,0.5589225589225589,4,300,16,2,0.9,0.003,0:01:31.164897
0.5093555093555093,0.4276094276094276,4,200,25,1,0.7,0.003,0:01:31.586206
0.47401247401247404,0.44612794612794615,4,200,25,3,0.8,0.003,0:01:32.279414
0.42723492723492723,0.35353535353535354,4,300,16,2,0.9,0.001,0:01:25.548211
0.4677754677754678,0.39057239057239057,4,200,25,1,0.7,0.001,0:01:29.082203
0.39604989604989604,0.3552188552188552,4,200,25,3,0.8,0.001,0:01:29.381032
0.6694386694386695,0.6127946127946128,4,300,16,3,0.7,0.003,0:01:29.255700
0.5051975051975052,0.42424242424242425,4,200,25,1,0.8,0.003,0:01:32.524768
0.6288981288981289,0.5370370370370371,4,200,25,3,0.9,0.003,0:01:32.472903
0.3004158004158004,0.265993265993266,4,300,16,3,0.7,0.001,0:01:26.150582
0.3607068607068607,0.3569023569023569,4,200,25,1,0.8,0.001,0:01:30.473482
0.43555093555093555,0.3771043771043771,4,200,25,3,0.9,0.001,0:01:30.801046
0.6153846153846154,0.5404040404040404,4,300,16,3,0.8,0.003,0:01:30.525334
0.5623700623700624,0.4713804713804714,4,200,25,1,0.9,0.003,0:01:32.194598
0.5519750519750519,0.51010101010101,4,300,16,1,0.7,0.003,0:01:28.557772
0.4688149688149688,0.4057239057239057,4,300,16,3,0.8,0.001,0:01:25.735914
0.45114345114345117,0.4090909090909091,4,300,16,1,0.7,0.001,0:01:27.038055
0.5374220374220374,0.4562289562289562,4,200,25,1,0.9,0.001,0:01:30.413352
0.5103950103950103,0.41414141414141414,4,300,16,3,0.9,0.003,0:01:27.504987
0.5966735966735967,0.5892255892255892,4,300,16,1,0.8,0.003,0:01:14.404493
0.420997920997921,0.3787878787878788,4,300,16,3,0.9,0.001,0:01:10.577693
