Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
0.524948024948025,0.4377104377104377,0,280,17,1.5,0.75,0.0035,0:01:32.060901
0.42411642411642414,0.3771043771043771,1,280,17,1.5,0.75,0.0035,0:01:31.570215
0.5831600831600832,0.4898989898989899,0,330,15,1.5,0.75,0.0035,0:01:35.107205
0.5862785862785863,0.5067340067340067,1,280,17,1.5,0.75,0.0025,0:01:26.618892
0.5550935550935551,0.4797979797979798,0,280,17,1.5,0.75,0.0025,0:01:26.862242
0.5311850311850311,0.4781144781144781,0,330,15,1.5,0.75,0.0025,0:01:29.131731
0.6122661122661123,0.563973063973064,1,310,16,1,0.85,0.0035,0:01:37.121373
0.5675675675675675,0.5202020202020202,2,250,20,1,0.85,0.0035,0:01:37.292914
0.6548856548856549,0.5875420875420876,2,310,16,1,0.85,0.0035,0:01:33.705502
0.5218295218295218,0.43602693602693604,1,310,16,1,0.85,0.0025,0:01:27.184899
0.5582120582120582,0.5117845117845118,2,250,20,1,0.85,0.0025,0:01:27.890019
0.5738045738045738,0.4898989898989899,2,310,16,1,0.85,0.0025,0:01:26.650328
0.4896049896049896,0.4175084175084175,1,310,16,1,0.75,0.0035,0:01:39.295562
0.5893970893970893,0.5286195286195287,2,250,20,1,0.75,0.0035,0:01:39.803204
0.45114345114345117,0.38552188552188554,2,310,16,1,0.75,0.0035,0:01:40.037576
0.47505197505197505,0.4074074074074074,1,310,16,1,0.75,0.0025,0:01:34.543254
0.5862785862785863,0.563973063973064,2,250,20,1,0.75,0.0025,0:01:35.266330
0.4594594594594595,0.39057239057239057,2,310,16,1,0.75,0.0025,0:01:38.665784
0.553014553014553,0.4898989898989899,1,310,16,1.25,0.85,0.0035,0:01:39.903668
0.4760914760914761,0.44612794612794615,2,250,20,1.25,0.85,0.0035,0:01:40.140036
0.39604989604989604,0.35858585858585856,2,310,16,1.25,0.85,0.0035,0:01:33.081369
0.581081081081081,0.5151515151515151,1,310,16,1.25,0.85,0.0025,0:01:21.268749
0.6663201663201663,0.5656565656565656,2,250,20,1.25,0.85,0.0025,0:01:22.061630
0.5904365904365905,0.5269360269360269,2,310,16,1.25,0.85,0.0025,0:01:19.057660
0.5395010395010394,0.5117845117845118,1,310,16,1.25,0.75,0.0035,0:01:27.617221
0.5987525987525988,0.569023569023569,2,250,20,1.25,0.75,0.0035,0:01:29.260824
0.6538461538461539,0.5707070707070707,2,310,16,1.25,0.75,0.0035,0:01:28.319340
0.47505197505197505,0.4074074074074074,1,310,16,1.25,0.75,0.0025,0:01:22.948260
0.4896049896049896,0.4612794612794613,2,250,20,1.25,0.75,0.0025,0:01:23.401050
0.5966735966735967,0.5084175084175084,2,310,16,1.25,0.75,0.0025,0:01:22.125459
0.5956340956340956,0.5757575757575758,1,310,16,1.5,0.85,0.0035,0:01:32.326261
0.5405405405405406,0.4444444444444444,2,250,20,1.5,0.85,0.0035,0:01:33.471213
0.5675675675675675,0.531986531986532,2,310,16,1.5,0.85,0.0035,0:01:32.355189
0.5592515592515592,0.4781144781144781,1,310,16,1.5,0.85,0.0025,0:01:29.991439
0.43555093555093555,0.39730639730639733,2,250,20,1.5,0.85,0.0025,0:01:29.788246
0.5124740124740125,0.4444444444444444,2,310,16,1.5,0.85,0.0025,0:01:30.144294
0.603950103950104,0.5033670033670034,1,310,16,1.5,0.75,0.0035,0:02:02.452740
0.5187110187110187,0.48484848484848486,2,250,20,1.5,0.75,0.0035,0:02:07.102813
0.5686070686070686,0.4730639730639731,2,310,16,1.5,0.75,0.0035,0:02:05.873561
0.525987525987526,0.4831649831649832,1,310,16,1.5,0.75,0.0025,1:03:14.554491
0.43243243243243246,0.3787878787878788,2,250,20,1.5,0.75,0.0025,1:03:11.746239
0.5966735966735967,0.5084175084175084,2,310,16,1.5,0.75,0.0025,1:03:07.377458
0.5665280665280665,0.5067340067340067,1,330,15,1,0.85,0.0035,0:01:19.220228
0.5883575883575883,0.5437710437710438,2,280,17,1,0.85,0.0035,0:01:15.659744
0.6122661122661123,0.5707070707070707,2,330,15,1,0.85,0.0035,0:01:18.387449
0.5374220374220374,0.44276094276094274,1,330,15,1,0.85,0.0025,0:01:17.260465
0.6018711018711018,0.5387205387205387,2,280,17,1,0.85,0.0025,0:01:13.330891
0.6642411642411642,0.6161616161616161,2,330,15,1,0.85,0.0025,0:01:16.499501
0.4968814968814969,0.4393939393939394,2,280,17,1,0.75,0.0035,0:01:13.294069
0.5405405405405406,0.48653198653198654,1,330,15,1,0.75,0.0035,0:01:16.649808
0.6174636174636174,0.5235690235690236,2,330,15,1,0.75,0.0035,0:01:16.512447
0.5727650727650727,0.5,2,280,17,1,0.75,0.0025,0:01:13.004751
0.47505197505197505,0.4057239057239057,1,330,15,1,0.75,0.0025,0:01:16.448635
0.5914760914760915,0.5134680134680135,2,330,15,1,0.75,0.0025,0:01:15.981885
0.6340956340956341,0.5723905723905723,2,280,17,1.25,0.85,0.0035,0:01:14.793063
0.6174636174636174,0.5218855218855218,1,330,15,1.25,0.85,0.0035,0:01:17.443971
0.5540540540540541,0.4781144781144781,2,330,15,1.25,0.85,0.0035,0:01:16.863525
0.5945945945945946,0.5404040404040404,2,280,17,1.25,0.85,0.0025,0:01:13.650115
0.5966735966735967,0.5303030303030303,1,330,15,1.25,0.85,0.0025,0:01:16.676027
0.46673596673596673,0.4292929292929293,2,330,15,1.25,0.85,0.0025,0:01:16.267120
0.5488565488565489,0.4831649831649832,2,280,17,1.25,0.75,0.0035,0:01:13.449652
0.5571725571725572,0.48148148148148145,1,330,15,1.25,0.75,0.0035,0:01:17.568378
0.6133056133056133,0.5656565656565656,2,330,15,1.25,0.75,0.0035,0:01:18.246796
0.5239085239085239,0.4377104377104377,2,280,17,1.25,0.75,0.0025,0:01:23.534693
0.47505197505197505,0.4057239057239057,1,330,15,1.25,0.75,0.0025,0:01:28.443569
0.6237006237006237,0.5757575757575758,2,330,15,1.25,0.75,0.0025,0:01:26.226030
0.49272349272349275,0.45286195286195285,2,280,17,1.5,0.85,0.0035,0:01:15.305690
0.5644490644490644,0.4663299663299663,1,330,15,1.5,0.85,0.0035,0:01:17.699924
0.7141372141372141,0.6616161616161617,2,330,15,1.5,0.85,0.0035,0:01:16.279092
0.6528066528066528,0.6094276094276094,2,280,17,1.5,0.85,0.0025,0:01:13.537068
0.44386694386694386,0.3956228956228956,1,330,15,1.5,0.85,0.0025,0:01:34.451508
0.44594594594594594,0.41245791245791247,2,330,15,1.5,0.85,0.0025,0:01:36.438199
0.5945945945945946,0.5252525252525253,2,280,17,1.5,0.75,0.0035,0:02:02.589025
0.5841995841995842,0.5117845117845118,1,330,15,1.5,0.75,0.0035,0:02:09.364336
0.5966735966735967,0.5538720538720538,2,330,15,1.5,0.75,0.0035,0:02:07.837667
0.5239085239085239,0.4377104377104377,2,280,17,1.5,0.75,0.0025,0:02:00.919593
0.47505197505197505,0.4057239057239057,1,330,15,1.5,0.75,0.0025,0:02:04.321799
0.3700623700623701,0.37373737373737376,2,330,15,1.5,0.75,0.0025,0:02:03.165936
0.683991683991684,0.6313131313131313,3,250,20,1,0.85,0.0035,0:02:05.726581
0.66008316008316,0.5892255892255892,3,310,16,1,0.85,0.0035,0:02:11.272016
0.5207900207900208,0.5033670033670034,4,250,20,1,0.85,0.0035,0:02:11.866741
0.577962577962578,0.5353535353535354,3,250,20,1,0.85,0.0025,0:02:23.953815
0.49584199584199584,0.43602693602693604,3,310,16,1,0.85,0.0025,0:02:26.742896
0.5634095634095634,0.5303030303030303,4,250,20,1,0.85,0.0025,0:02:27.241018
0.5758835758835759,0.4898989898989899,3,250,20,1,0.75,0.0035,0:02:29.099331
0.6652806652806653,0.6127946127946128,3,310,16,1,0.75,0.0035,0:02:28.546219
0.5738045738045738,0.5252525252525253,4,250,20,1,0.75,0.0035,0:02:28.446710
0.6372141372141372,0.5505050505050505,3,250,20,1,0.75,0.0025,0:02:28.741785
0.5841995841995842,0.5404040404040404,3,310,16,1,0.75,0.0025,0:02:28.414193
0.5301455301455301,0.4478114478114478,4,250,20,1,0.75,0.0025,0:02:28.053394
0.6372141372141372,0.5202020202020202,3,250,20,1.25,0.85,0.0035,0:02:29.577229
0.5498960498960499,0.45791245791245794,3,310,16,1.25,0.85,0.0035,0:02:30.387272
0.5727650727650727,0.5404040404040404,4,250,20,1.25,0.85,0.0035,0:02:30.546622
0.553014553014553,0.51010101010101,3,250,20,1.25,0.85,0.0025,0:02:29.930192
0.5103950103950103,0.4511784511784512,3,310,16,1.25,0.85,0.0025,0:02:27.106012
0.525987525987526,0.5033670033670034,4,250,20,1.25,0.85,0.0025,0:02:26.223901
0.656964656964657,0.5723905723905723,3,250,20,1.25,0.75,0.0035,0:02:23.216896
0.6392931392931392,0.5774410774410774,3,310,16,1.25,0.75,0.0035,0:02:01.149101
0.6538461538461539,0.5892255892255892,4,250,20,1.25,0.75,0.0035,0:01:58.912843
0.4812889812889813,0.4612794612794613,3,250,20,1.25,0.75,0.0025,0:01:38.966658
0.5197505197505198,0.468013468013468,3,310,16,1.25,0.75,0.0025,0:01:46.164400
0.6476091476091476,0.5824915824915825,4,250,20,1.25,0.75,0.0025,0:01:46.474571
0.5727650727650727,0.4831649831649832,3,250,20,1.5,0.85,0.0035,0:01:53.201185
0.6559251559251559,0.5808080808080808,3,310,16,1.5,0.85,0.0035,0:01:47.601822
0.6008316008316008,0.4882154882154882,4,250,20,1.5,0.85,0.0035,0:01:47.242907
0.6091476091476091,0.5336700336700336,3,250,20,1.5,0.85,0.0025,0:01:41.907550
0.5914760914760915,0.5235690235690236,3,310,16,1.5,0.85,0.0025,0:01:34.320826
0.7006237006237006,0.5622895622895623,4,250,20,1.5,0.85,0.0025,0:01:33.468983
0.6226611226611226,0.5673400673400674,3,250,20,1.5,0.75,0.0035,0:01:21.506554
0.5696465696465697,0.48653198653198654,3,310,16,1.5,0.75,0.0035,0:01:20.800002
0.5706860706860707,0.48148148148148145,4,250,20,1.5,0.75,0.0035,0:01:20.707250
0.44594594594594594,0.3686868686868687,3,250,20,1.5,0.75,0.0025,0:01:24.020607
0.5301455301455301,0.46464646464646464,3,310,16,1.5,0.75,0.0025,0:01:32.714638
0.5613305613305614,0.5471380471380471,4,250,20,1.5,0.75,0.0025,0:01:32.442659
0.5457380457380457,0.4797979797979798,3,280,17,1,0.85,0.0035,0:01:38.293542
0.5353430353430353,0.4797979797979798,4,280,17,1,0.85,0.0035,0:01:37.748465
0.5821205821205822,0.5454545454545454,3,330,15,1,0.85,0.0035,0:01:42.746124
0.5031185031185031,0.46464646464646464,3,280,17,1,0.85,0.0025,0:01:37.709436
0.6392931392931392,0.5892255892255892,4,280,17,1,0.85,0.0025,0:01:38.535019
0.6340956340956341,0.6094276094276094,3,330,15,1,0.85,0.0025,0:01:42.975222
0.6673596673596673,0.5976430976430976,3,280,17,1,0.75,0.0035,0:01:39.393502
0.6611226611226612,0.5824915824915825,4,280,17,1,0.75,0.0035,0:01:37.579377
0.42411642411642414,0.4074074074074074,3,330,15,1,0.75,0.0035,0:01:42.251621
0.5363825363825364,0.4696969696969697,3,280,17,1,0.75,0.0025,0:01:37.868135
0.5332640332640333,0.43602693602693604,4,280,17,1,0.75,0.0025,0:01:39.078696
0.5083160083160083,0.46464646464646464,3,330,15,1,0.75,0.0025,0:01:43.998078
0.6205821205821206,0.5067340067340067,3,280,17,1.25,0.85,0.0035,0:01:40.360767
0.5592515592515592,0.48484848484848486,4,280,17,1.25,0.85,0.0035,0:01:38.651467
0.5665280665280665,0.5202020202020202,3,330,15,1.25,0.85,0.0035,0:01:42.857888
0.6372141372141372,0.5538720538720538,3,280,17,1.25,0.85,0.0025,0:01:38.185219
0.4968814968814969,0.4175084175084175,4,280,17,1.25,0.85,0.0025,0:01:38.405961
0.5478170478170478,0.4663299663299663,3,330,15,1.25,0.85,0.0025,0:01:43.786028
0.4760914760914761,0.4208754208754209,3,280,17,1.25,0.75,0.0035,0:01:41.498814
0.47713097713097713,0.367003367003367,4,280,17,1.25,0.75,0.0035,0:01:40.347771
0.5426195426195426,0.49663299663299665,3,330,15,1.25,0.75,0.0035,0:01:44.592381
0.5758835758835759,0.5488215488215489,3,280,17,1.25,0.75,0.0025,0:01:37.786123
0.5654885654885655,0.4797979797979798,4,280,17,1.25,0.75,0.0025,0:01:38.493307
0.5353430353430353,0.49158249158249157,3,330,15,1.25,0.75,0.0025,0:01:43.343403
0.5644490644490644,0.531986531986532,3,280,17,1.5,0.85,0.0035,0:01:39.400094
0.6704781704781705,0.5336700336700336,4,280,17,1.5,0.85,0.0035,0:01:37.147113
0.5322245322245323,0.468013468013468,3,330,15,1.5,0.85,0.0035,0:01:41.833326
0.5,0.4730639730639731,3,280,17,1.5,0.85,0.0025,0:01:39.232251
0.46673596673596673,0.43097643097643096,4,280,17,1.5,0.85,0.0025,0:01:39.126017
0.49064449064449067,0.43434343434343436,3,330,15,1.5,0.85,0.0025,0:01:57.250512
0.5343035343035343,0.4696969696969697,3,280,17,1.5,0.75,0.0035,0:01:59.073149
0.682952182952183,0.5521885521885522,4,280,17,1.5,0.75,0.0035,0:02:13.774468
0.6652806652806653,0.6111111111111112,3,330,15,1.5,0.75,0.0035,0:02:27.876693
0.5602910602910602,0.4983164983164983,3,280,17,1.5,0.75,0.0025,0:02:20.347990
0.4095634095634096,0.3468013468013468,4,280,17,1.5,0.75,0.0025,0:02:12.666957
0.5821205821205822,0.5420875420875421,3,330,15,1.5,0.75,0.0025,0:01:55.207128
0.5197505197505198,0.49158249158249157,4,310,16,1,0.85,0.0035,0:01:51.474865
0.6413721413721414,0.5437710437710438,5,250,20,1,0.85,0.0035,0:01:43.132538
0.37214137214137216,0.34175084175084175,5,310,16,1,0.85,0.0035,0:01:42.300193
0.7027027027027027,0.6397306397306397,4,310,16,1,0.85,0.0025,0:01:41.450002
0.5135135135135135,0.4595959595959596,5,250,20,1,0.85,0.0025,0:01:41.499340
0.6247401247401247,0.531986531986532,5,310,16,1,0.85,0.0025,0:01:41.950689
0.5686070686070686,0.5050505050505051,4,310,16,1,0.75,0.0035,0:01:42.257392
0.49376299376299376,0.43602693602693604,5,250,20,1,0.75,0.0035,0:01:43.489176
0.502079002079002,0.4393939393939394,5,310,16,1,0.75,0.0035,0:01:43.234862
0.5966735966735967,0.5303030303030303,4,310,16,1,0.75,0.0025,0:01:42.750536
0.6871101871101871,0.5909090909090909,5,250,20,1,0.75,0.0025,0:01:45.111854
0.38461538461538464,0.32323232323232326,5,310,16,1,0.75,0.0025,0:01:45.994740
0.5509355509355509,0.51010101010101,4,310,16,1.25,0.85,0.0035,0:01:46.378657
0.604989604989605,0.5168350168350169,5,250,20,1.25,0.85,0.0035,0:01:43.846585
0.49584199584199584,0.44107744107744107,5,310,16,1.25,0.85,0.0035,0:01:42.076111
0.6392931392931392,0.5909090909090909,4,310,16,1.25,0.85,0.0025,0:01:41.546456
0.5873180873180873,0.5673400673400674,5,250,20,1.25,0.85,0.0025,0:01:43.333747
0.5821205821205822,0.5134680134680135,5,310,16,1.25,0.85,0.0025,0:01:45.095442
0.4812889812889813,0.45454545454545453,4,310,16,1.25,0.75,0.0035,0:01:45.399242
0.6424116424116424,0.6026936026936027,5,250,20,1.25,0.75,0.0035,0:01:44.069766
0.6112266112266113,0.5606060606060606,5,310,16,1.25,0.75,0.0035,0:01:45.114521
0.5675675675675675,0.494949494949495,4,310,16,1.25,0.75,0.0025,0:01:45.767091
0.5540540540540541,0.46464646464646464,5,250,20,1.25,0.75,0.0025,0:01:39.508653
0.524948024948025,0.4730639730639731,5,310,16,1.25,0.75,0.0025,0:01:26.690687
0.5592515592515592,0.5033670033670034,4,310,16,1.5,0.85,0.0035,0:01:22.799830
0.7006237006237006,0.6195286195286195,5,250,20,1.5,0.85,0.0035,0:01:22.737822
0.5748440748440748,0.5134680134680135,5,310,16,1.5,0.85,0.0035,0:01:22.920335
0.5727650727650727,0.49158249158249157,4,310,16,1.5,0.85,0.0025,0:01:22.556313
0.6247401247401247,0.5791245791245792,5,250,20,1.5,0.85,0.0025,0:01:22.304978
0.5197505197505198,0.43097643097643096,5,310,16,1.5,0.85,0.0025,0:01:22.533369
0.4802494802494803,0.4764309764309764,4,310,16,1.5,0.75,0.0035,0:01:22.567281
0.6195426195426196,0.5555555555555556,5,250,20,1.5,0.75,0.0035,0:01:23.651154
0.6112266112266113,0.5606060606060606,5,310,16,1.5,0.75,0.0035,0:01:22.993913
0.5228690228690228,0.48484848484848486,4,310,16,1.5,0.75,0.0025,0:01:22.857279
0.6735966735966736,0.6245791245791246,5,250,20,1.5,0.75,0.0025,0:01:22.297982
0.524948024948025,0.4730639730639731,5,310,16,1.5,0.75,0.0025,0:01:22.652051
0.502079002079002,0.4562289562289562,4,330,15,1,0.85,0.0035,0:01:22.782702
0.6756756756756757,0.5606060606060606,5,280,17,1,0.85,0.0035,0:01:18.718566
0.579002079002079,0.5117845117845118,5,330,15,1,0.85,0.0035,0:01:21.503124
0.498960498960499,0.4107744107744108,4,330,15,1,0.85,0.0025,0:01:21.436303
0.6902286902286903,0.6380471380471381,5,280,17,1,0.85,0.0025,0:01:18.544032
0.6517671517671517,0.5538720538720538,5,330,15,1,0.85,0.0025,0:01:21.671673
0.5914760914760915,0.5437710437710438,4,330,15,1,0.75,0.0035,0:01:21.976857
0.606029106029106,0.5572390572390572,5,280,17,1,0.75,0.0035,0:01:18.589912
0.5228690228690228,0.4898989898989899,5,330,15,1,0.75,0.0035,0:01:22.694937
0.6538461538461539,0.6111111111111112,4,330,15,1,0.75,0.0025,0:01:22.494473
0.5228690228690228,0.4663299663299663,5,280,17,1,0.75,0.0025,0:01:18.459256
0.6205821205821206,0.5420875420875421,5,330,15,1,0.75,0.0025,0:01:21.969873
0.5436590436590436,0.5084175084175084,4,330,15,1.25,0.85,0.0035,0:01:23.213554
0.6434511434511434,0.5740740740740741,5,280,17,1.25,0.85,0.0035,0:01:22.971209
0.4594594594594595,0.37542087542087543,5,330,15,1.25,0.85,0.0035,0:01:27.761395
0.6185031185031185,0.5622895622895623,4,330,15,1.25,0.85,0.0025,0:01:26.391055
0.3991683991683992,0.35185185185185186,5,280,17,1.25,0.85,0.0025,0:01:19.945287
0.5997920997920998,0.5791245791245792,5,330,15,1.25,0.85,0.0025,0:01:22.893405
0.5686070686070686,0.5050505050505051,4,330,15,1.25,0.75,0.0035,0:01:23.533695
0.5228690228690228,0.5185185185185185,5,280,17,1.25,0.75,0.0035,0:01:19.606194
0.5343035343035343,0.5117845117845118,5,330,15,1.25,0.75,0.0035,0:01:24.590871
0.5966735966735967,0.5303030303030303,4,330,15,1.25,0.75,0.0025,0:01:23.152714
0.5228690228690228,0.4663299663299663,5,280,17,1.25,0.75,0.0025,0:01:19.462580
0.45114345114345117,0.38552188552188554,5,330,15,1.25,0.75,0.0025,0:01:30.122929
0.5041580041580042,0.4831649831649832,5,280,17,1.5,0.85,0.0035,0:01:28.151670
0.5727650727650727,0.5134680134680135,4,330,15,1.5,0.85,0.0035,0:01:32.462477
0.49272349272349275,0.37037037037037035,5,330,15,1.5,0.85,0.0035,0:01:43.548239
0.5124740124740125,0.4511784511784512,5,280,17,1.5,0.85,0.0025,0:01:38.514488
0.6299376299376299,0.5404040404040404,4,330,15,1.5,0.85,0.0025,0:01:43.826298
0.6746361746361746,0.601010101010101,5,280,17,1.5,0.75,0.0035,0:01:39.963847
0.5831600831600832,0.5252525252525253,5,330,15,1.5,0.85,0.0025,0:01:43.464701
0.5498960498960499,0.5067340067340067,4,330,15,1.5,0.75,0.0035,0:01:43.751742
0.5228690228690228,0.4663299663299663,5,280,17,1.5,0.75,0.0025,0:01:40.544286
0.5093555093555093,0.4444444444444444,5,330,15,1.5,0.75,0.0035,0:01:44.536577
0.5966735966735967,0.5303030303030303,4,330,15,1.5,0.75,0.0025,0:01:42.379350
0.5873180873180873,0.5774410774410774,5,330,15,1.5,0.75,0.0025,0:01:10.650128
