<class 'problems.ANNOP.ANNOP'>,2249091143288,algorithms.simulated_annealing,0,0.0945945945945946,0.0954356846473029,16,swap_mutation,0.8,0.8
<class 'problems.ANNOP.ANNOP'>,2999852553848,algorithms.simulated_annealing,0,0.19854469854469856,0.1825726141078838,16,swap_mutation,0.8,0.8
<class 'problems.ANNOP.ANNOP'>,2910703670904,algorithms.simulated_annealing,0,0.08731808731808732,0.12448132780082988,16,swap_mutation,0.8,0.8
<class 'problems.ANNOP.ANNOP'>,2249091143288,algorithms.simulated_annealing,1,0.0945945945945946,0.0954356846473029,16,swap_mutation,0.6400000000000001,0.8
<class 'problems.ANNOP.ANNOP'>,2999852553848,algorithms.simulated_annealing,1,0.12266112266112267,0.14937759336099585,16,swap_mutation,0.6400000000000001,0.8
<class 'problems.ANNOP.ANNOP'>,2910703670904,algorithms.simulated_annealing,1,0.11850311850311851,0.14937759336099585,16,swap_mutation,0.6400000000000001,0.8
<class 'problems.ANNOP.ANNOP'>,2249091143288,algorithms.simulated_annealing,2,0.09251559251559252,0.0912863070539419,16,swap_mutation,0.5120000000000001,0.8
<class 'problems.ANNOP.ANNOP'>,2910703670904,algorithms.simulated_annealing,2,0.1340956340956341,0.16182572614107885,16,swap_mutation,0.5120000000000001,0.8
<class 'problems.ANNOP.ANNOP'>,2999852553848,algorithms.simulated_annealing,2,0.11226611226611227,0.14937759336099585,16,swap_mutation,0.5120000000000001,0.8
<class 'problems.ANNOP.ANNOP'>,2910703670904,algorithms.simulated_annealing,3,0.13305613305613306,0.14522821576763487,16,swap_mutation,0.40960000000000013,0.8
<class 'problems.ANNOP.ANNOP'>,2249091143288,algorithms.simulated_annealing,3,0.08627858627858628,0.08298755186721991,16,swap_mutation,0.40960000000000013,0.8
<class 'problems.ANNOP.ANNOP'>,2999852553848,algorithms.simulated_annealing,3,0.10706860706860707,0.0912863070539419,16,swap_mutation,0.40960000000000013,0.8
<class 'problems.ANNOP.ANNOP'>,2910703670904,algorithms.simulated_annealing,4,0.0945945945945946,0.11203319502074689,16,swap_mutation,0.32768000000000014,0.8
<class 'problems.ANNOP.ANNOP'>,2249091143288,algorithms.simulated_annealing,4,0.1101871101871102,0.07883817427385892,16,swap_mutation,0.32768000000000014,0.8
