Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,Swarm_size,Social,Cognitive,Inertia,Pressure,Fitness,UnseenAccuracy,Time
0,100,50,50,1.0,0.5,0.4,0.27442827442827444,0.26430976430976433,0:02:11.817526
3,100,50,50,1.0,0.5,0.4,0.20686070686070687,0.18855218855218855,0:02:12.524062
1,100,50,50,1.0,0.5,0.4,0.2733887733887734,0.21717171717171718,0:02:12.556823
4,100,50,50,1.0,0.5,0.4,0.3232848232848233,0.2828282828282828,0:02:12.792731
2,100,50,50,1.0,0.5,0.4,0.31704781704781704,0.27441077441077444,0:02:13.036528
