Seed,N_gen,PS,PC,PM,radius,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,PS,PC,PM,radius,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,PS,PC,PM,radius,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,PS,PC,PM,radius,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,PS,PC,PM,radius,Pressure,Fitness,UnseenAccuracy,Time
0,240,20,0.8,0.6,0.2,0.2,0.5031185031185031,0.5033670033670034,0:10:19.055419
1,240,20,0.8,0.7,0.2,0.2,0.41683991683991684,0.3939393939393939,0:11:19.439930
0,240,20,0.8,0.8,0.2,0.2,0.40436590436590436,0.31986531986531985,0:12:52.757364
0,240,20,0.8,1,0.2,0.2,0.5187110187110187,0.5050505050505051,0:15:40.978479
0,240,20,0.8,0.7,0.2,0.2,0.498960498960499,0.44612794612794615,0:11:22.189576
1,240,20,0.8,0.8,0.2,0.2,0.4812889812889813,0.43097643097643096,0:12:38.018781
1,240,20,0.8,0.6,0.2,0.2,0.41995841995842,0.4158249158249158,0:09:53.164662
0,240,20,0.8,0.9,0.2,0.2,0.527027027027027,0.4831649831649832,0:14:06.566971
2,240,20,0.8,0.6,0.2,0.2,0.4230769230769231,0.36363636363636365,0:09:46.663049
1,240,20,0.8,0.9,0.2,0.2,0.4875259875259875,0.4478114478114478,0:13:51.575064
2,240,20,0.8,0.8,0.2,0.2,0.45426195426195426,0.40404040404040403,0:12:38.120504
2,240,20,0.8,1,0.2,0.2,0.4002079002079002,0.35185185185185186,0:15:29.976902
2,240,20,0.8,0.7,0.2,0.2,0.4792099792099792,0.39730639730639733,0:11:09.770296
1,240,20,0.8,1,0.2,0.2,0.34303534303534305,0.35185185185185186,0:15:53.505487
2,240,20,0.8,0.9,0.2,0.2,0.4688149688149688,0.3956228956228956,0:14:17.003568
3,240,20,0.8,0.6,0.2,0.2,0.3659043659043659,0.3602693602693603,0:10:11.505121
3,240,20,0.8,0.7,0.2,0.2,0.41164241164241167,0.39057239057239057,0:11:02.275832
4,240,20,0.8,0.6,0.2,0.2,0.3700623700623701,0.3468013468013468,0:09:53.619445
4,240,20,0.8,0.8,0.2,0.2,0.3503118503118503,0.31313131313131315,0:12:25.403519
3,240,20,0.8,0.9,0.2,0.2,0.3981288981288981,0.38047138047138046,0:13:55.804753
3,240,20,0.8,0.8,0.2,0.2,0.367983367983368,0.3451178451178451,0:12:38.278847
4,240,20,0.8,0.7,0.2,0.2,0.3596673596673597,0.36363636363636365,0:11:27.994813
4,240,20,0.8,0.9,0.2,0.2,0.420997920997921,0.37037037037037035,0:12:55.573596
3,240,20,0.8,1,0.2,0.2,0.3607068607068607,0.3434343434343434,0:13:41.894714
4,240,20,0.8,1,0.2,0.2,0.4885654885654886,0.468013468013468,0:12:08.593474
