Seed,N_gen,PS,PC,PM,radius,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,PS,PC,PM,radius,Pressure,Fitness,UnseenAccuracy,Time
1,200,25,1,1,0.01,2,0.5956340956340956,0.5269360269360269,0:12:44.384228,<function arithmetic_crossover at 0x000001C02777CB70>
2,200,25,1,1,0.01,2,0.5945945945945946,0.5370370370370371,0:13:04.430599,<function arithmetic_crossover at 0x000001B4454CCB70>
0,200,25,1,1,0.01,2,0.6081081081081081,0.5067340067340067,0:13:37.454257,<function arithmetic_crossover at 0x000002491058CB70>
3,200,25,1,1,0.01,2,0.40332640332640335,0.35353535353535354,0:21:23.538250,<function arithmetic_crossover at 0x000001C02777CB70>
4,200,25,1,1,0.01,2,0.6216216216216216,0.5404040404040404,0:21:42.339951,<function arithmetic_crossover at 0x000001B4454CCB70>
