Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
0.5446985446985447,0.5538720538720538,0,300,16,3,0.8,0.01,0:01:22.671000
0.48232848232848236,0.3956228956228956,0,100,50,2,0.8,0.005,0:01:22.746799
0.5457380457380457,0.49158249158249157,0,200,25,2,0.85,0.015,0:01:29.127739
0.4490644490644491,0.37037037037037035,0,300,16,3,0.8,0.015,0:01:46.218054
0.5457380457380457,0.44107744107744107,0,100,50,2,0.8,0.01,0:01:46.428490
0.5135135135135135,0.4478114478114478,0,200,25,2,0.9,0.005,0:01:44.816799
0.4968814968814969,0.44612794612794615,0,300,16,3,0.85,0.005,0:02:00.040105
0.47401247401247404,0.4511784511784512,0,100,50,2,0.8,0.015,0:02:12.100863
0.5114345114345115,0.5067340067340067,0,200,25,2,0.9,0.01,0:02:07.738527
0.5582120582120582,0.4730639730639731,0,300,16,3,0.85,0.01,0:01:30.117111
0.6081081081081081,0.4983164983164983,0,100,50,2,0.85,0.005,0:01:27.487120
0.43555093555093555,0.40235690235690236,0,200,25,2,0.9,0.015,0:01:33.415279
