Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
0.44282744282744285,0.4006734006734007,0,300,16,2,0.9,0.003,0.002,0.5,0:01:43.732698
0.4282744282744283,0.3686868686868687,0,300,16,1,0.8,0.003,0.005,0.5,0:01:46.500300
0.3471933471933472,0.32154882154882153,0,200,25,2,0.8,0.005,0.01,0.5,0:01:54.418133
0.5374220374220374,0.4612794612794613,0,300,16,2,0.9,0.003,0.002,1,0:01:13.895464
0.49480249480249483,0.46464646464646464,0,300,16,1,0.8,0.003,0.005,1,0:01:18.724550
0.5176715176715176,0.468013468013468,0,200,25,2,0.8,0.005,0.01,1,0:01:25.235144
0.38357588357588357,0.3569023569023569,0,300,16,2,0.9,0.003,0.002,2,0:01:11.119877
0.4085239085239085,0.3956228956228956,0,300,16,1,0.8,0.003,0.005,2,0:01:14.578633
0.5613305613305614,0.5185185185185185,0,200,25,2,0.8,0.005,0.01,2,0:01:23.031037
0.5384615384615384,0.48653198653198654,0,300,16,2,0.9,0.005,0.005,0.5,0:01:14.566664
0.4095634095634096,0.367003367003367,0,300,16,1,0.8,0.003,0.01,0.5,0:01:18.933991
0.4417879417879418,0.3956228956228956,0,200,25,2,0.8,0.005,0.002,0.5,0:01:14.717262
0.6070686070686071,0.5336700336700336,0,300,16,2,0.9,0.005,0.005,1,0:01:13.222258
0.5322245322245323,0.4898989898989899,0,300,16,1,0.8,0.003,0.01,1,0:01:17.788056
0.5956340956340956,0.5117845117845118,0,200,25,2,0.8,0.005,0.002,1,0:01:14.481892
0.4230769230769231,0.44276094276094274,0,300,16,2,0.9,0.005,0.005,2,0:01:14.872846
0.49272349272349275,0.45286195286195285,0,300,16,1,0.8,0.003,0.01,2,0:01:19.811643
