Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
0.49376299376299376,0.45454545454545453,4,300,16,1,0.8,0.003,0:01:30.068227
0.49272349272349275,0.4393939393939394,0,300,16,1,0.8,0.003,0:01:30.367427
0.5426195426195426,0.49326599326599324,2,300,16,1,0.8,0.003,0:01:30.971812
0.5415800415800416,0.44276094276094274,5,300,16,1,0.8,0.003,0:01:41.414011
0.6008316008316008,0.49158249158249157,1,300,16,1,0.8,0.003,0:01:42.345405
0.6299376299376299,0.5454545454545454,3,300,16,1,0.8,0.003,0:01:42.956773
0.5041580041580042,0.4377104377104377,6,300,16,1,0.8,0.003,0:01:55.097319
0.40540540540540543,0.3653198653198653,8,300,16,1,0.8,0.003,0:01:55.514206
0.4885654885654886,0.38552188552188554,10,300,16,1,0.8,0.003,0:01:55.030497
0.581081081081081,0.5235690235690236,7,300,16,1,0.8,0.003,0:01:58.725620
0.6725571725571725,0.5909090909090909,9,300,16,1,0.8,0.003,0:01:59.296087
0.5083160083160083,0.43434343434343436,11,300,16,1,0.8,0.003,0:01:59.710011
0.658004158004158,0.5808080808080808,12,300,16,1,0.8,0.003,0:01:58.765512
0.5582120582120582,0.5134680134680135,14,300,16,1,0.8,0.003,0:01:59.530469
0.5966735966735967,0.5084175084175084,16,300,16,1,0.8,0.003,0:01:58.595967
0.5696465696465697,0.531986531986532,13,300,16,1,0.8,0.003,0:01:58.402482
0.6434511434511434,0.531986531986532,15,300,16,1,0.8,0.003,0:01:58.516209
0.5748440748440748,0.51010101010101,17,300,16,1,0.8,0.003,0:01:58.914113
0.5426195426195426,0.5218855218855218,18,300,16,1,0.8,0.003,0:01:22.105598
0.581081081081081,0.51010101010101,19,300,16,1,0.8,0.003,0:01:21.472715
