Fitness,UnseenAccuracy,Seed,N_gen,PS,PC,PM,radius,Pressure,elite_count,Time,alg,sel,cross,mut
0.4490644490644491,0.39057239057239057,1,200,25,1,1,0.01,3,3,0:00:50.926241,<algorithms.stady_state_ga.SSGeneticAlgorithm object at 0x120066048>,<function best_selection at 0x1200100d0>,<function arithmetic_crossover at 0x120008d08>,<function parametrized_swap_mutation.<locals>.swap_mutation at 0x120055268>
