Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,p,time
Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,p,time
0.43243243243243246,0.39730639730639733,0,280,17,1.8,0.85,0.002,0.008,0:01:18.600881
0.502079002079002,0.4511784511784512,0,250,20,1.8,0.85,0.004,0.008,0:01:21.596872
0.553014553014553,0.5084175084175084,0,250,20,1.5,0.75,0.002,0.008,0:01:22.690948
0.5717255717255717,0.5185185185185185,0,280,17,1.8,0.85,0.002,0.006,0:01:15.585938
0.49480249480249483,0.4478114478114478,0,250,20,1.8,0.85,0.004,0.006,0:01:19.987175
0.4677754677754678,0.4797979797979798,0,250,20,1.5,0.75,0.002,0.006,0:01:20.186644
0.43243243243243246,0.39730639730639733,0,280,17,1.8,0.85,0.004,0.008,0:01:17.504810
0.4875259875259875,0.46296296296296297,0,280,17,1.5,0.75,0.002,0.008,0:01:16.802689
0.553014553014553,0.5084175084175084,0,250,20,1.5,0.75,0.004,0.008,0:01:21.168012
0.5717255717255717,0.5185185185185185,0,280,17,1.8,0.85,0.004,0.006,0:01:17.715249
0.5925155925155925,0.5404040404040404,0,280,17,1.5,0.75,0.002,0.006,0:01:18.098225
0.4677754677754678,0.4797979797979798,0,250,20,1.5,0.75,0.004,0.006,0:01:21.485159
0.5644490644490644,0.4983164983164983,1,250,20,1.5,0.75,0.002,0.008,0:01:20.913699
0.4875259875259875,0.46296296296296297,0,280,17,1.5,0.75,0.004,0.008,0:01:17.437992
0.4365904365904366,0.3872053872053872,0,250,20,1.5,0.85,0.002,0.008,0:01:22.472531
0.5925155925155925,0.5404040404040404,0,280,17,1.5,0.75,0.004,0.006,0:01:16.754817
0.6860706860706861,0.5909090909090909,1,250,20,1.5,0.75,0.002,0.006,0:01:20.407050
0.5852390852390852,0.4983164983164983,0,250,20,1.5,0.85,0.002,0.006,0:01:21.796347
0.5436590436590436,0.5168350168350169,0,280,17,1.5,0.85,0.002,0.008,0:01:17.399091
0.5644490644490644,0.4983164983164983,1,250,20,1.5,0.75,0.004,0.008,0:01:21.513094
0.4365904365904366,0.3872053872053872,0,250,20,1.5,0.85,0.004,0.008,0:01:22.324922
0.4584199584199584,0.4006734006734007,0,280,17,1.5,0.85,0.002,0.006,0:01:17.474892
0.6860706860706861,0.5909090909090909,1,250,20,1.5,0.75,0.004,0.006,0:01:21.528055
0.5852390852390852,0.4983164983164983,0,250,20,1.5,0.85,0.004,0.006,0:01:20.562635
0.5436590436590436,0.5168350168350169,0,280,17,1.5,0.85,0.004,0.008,0:01:16.438658
0.5488565488565489,0.4663299663299663,1,250,20,1.5,0.85,0.002,0.008,0:01:19.976204
0.5041580041580042,0.5134680134680135,0,250,20,1.8,0.75,0.002,0.008,0:01:21.993810
0.4584199584199584,0.4006734006734007,0,280,17,1.5,0.85,0.004,0.006,0:01:18.650748
0.7037422037422038,0.6313131313131313,1,250,20,1.5,0.85,0.002,0.006,0:01:23.742148
0.5332640332640333,0.48653198653198654,0,250,20,1.8,0.75,0.002,0.006,0:01:23.597522
0.5291060291060291,0.5134680134680135,0,280,17,1.8,0.75,0.002,0.008,0:01:19.684983
0.5488565488565489,0.4663299663299663,1,250,20,1.5,0.85,0.004,0.008,0:01:23.788014
0.5041580041580042,0.5134680134680135,0,250,20,1.8,0.75,0.004,0.008,0:01:24.097187
0.5395010395010394,0.4730639730639731,0,280,17,1.8,0.75,0.002,0.006,0:01:17.572629
0.7037422037422038,0.6313131313131313,1,250,20,1.5,0.85,0.004,0.006,0:01:19.279067
0.5332640332640333,0.48653198653198654,0,250,20,1.8,0.75,0.004,0.006,0:01:19.634120
0.5291060291060291,0.5134680134680135,0,280,17,1.8,0.75,0.004,0.008,0:01:14.792061
0.5218295218295218,0.49326599326599324,1,250,20,1.8,0.75,0.002,0.008,0:01:19.803667
0.502079002079002,0.4511784511784512,0,250,20,1.8,0.85,0.002,0.008,0:01:21.945938
0.5395010395010394,0.4730639730639731,0,280,17,1.8,0.75,0.004,0.006,0:01:16.697967
