Fitness,UnseenAccuracy,Seed,N_gen,PS,PC,PM,radius,Pressure,elite_count,Time,alg,sel,cross,mut
0.29417879417879417,0.2676767676767677,1,180,27,1,0.5,0.6,0.8,3,0:11:33.140110,<ga_elitism.GeneticAlgorithmElitism object at 0x11a0e3be0>,<function parametrized_tournament_selection.<locals>.tournament_selection at 0x119e0e620>,<function one_point_crossover at 0x119db5378>,<function parametrized_ball_mutation.<locals>.ball_mutation at 0x119e0e730>
0.21933471933471935,0.19528619528619529,0,180,27,1,0.5,0.6,0.8,3,0:11:37.781821,<ga_elitism.GeneticAlgorithmElitism object at 0x11a0e3b38>,<function parametrized_tournament_selection.<locals>.tournament_selection at 0x119e0e620>,<function one_point_crossover at 0x119db5378>,<function parametrized_ball_mutation.<locals>.ball_mutation at 0x119e0e730>
0.38461538461538464,0.3114478114478115,2,180,27,1,0.5,0.6,0.8,3,0:08:59.711239,<ga_elitism.GeneticAlgorithmElitism object at 0x11a0e3550>,<function parametrized_tournament_selection.<locals>.tournament_selection at 0x119e0e730>,<function one_point_crossover at 0x119db5378>,<function parametrized_ball_mutation.<locals>.ball_mutation at 0x119e0e620>
0.27546777546777546,0.24074074074074073,3,180,27,1,0.5,0.6,0.8,3,0:08:58.168463,<ga_elitism.GeneticAlgorithmElitism object at 0x11a0e32e8>,<function parametrized_tournament_selection.<locals>.tournament_selection at 0x119e0e730>,<function one_point_crossover at 0x119db5378>,<function parametrized_ball_mutation.<locals>.ball_mutation at 0x119e0e620>
0.31496881496881496,0.27946127946127947,4,180,27,1,0.5,0.6,0.8,3,0:04:44.813709,<ga_elitism.GeneticAlgorithmElitism object at 0x11a0e35f8>,<function parametrized_tournament_selection.<locals>.tournament_selection at 0x119e0e620>,<function one_point_crossover at 0x119db5378>,<function parametrized_ball_mutation.<locals>.ball_mutation at 0x119e0e730>
