Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
Fitness,UnseenAccuracy,Seed,N_gen,PS,control,update_rate,radius,time
0.5966735966735967,0.5892255892255892,4,300,16,1,0.8,0.003,0:01:37.574164
0.6652806652806653,0.569023569023569,0,300,16,1,0.8,0.003,0:01:38.487717
0.6340956340956341,0.5959595959595959,2,300,16,1,0.8,0.003,0:01:39.182860
0.5665280665280665,0.468013468013468,5,300,16,1,0.8,0.003,0:02:34.764281
0.5925155925155925,0.5353535353535354,1,300,16,1,0.8,0.003,0:02:34.357074
0.5852390852390852,0.49158249158249157,3,300,16,1,0.8,0.003,0:02:35.102358
0.5852390852390852,0.5185185185185185,6,300,16,1,0.8,0.003,0:02:06.037084
0.43347193347193347,0.38552188552188554,8,300,16,1,0.8,0.003,0:02:06.810008
0.6091476091476091,0.5033670033670034,10,300,16,1,0.8,0.003,0:02:06.948635
0.5706860706860707,0.5235690235690236,7,300,16,1,0.8,0.003,0:01:19.950274
0.4812889812889813,0.4444444444444444,9,300,16,1,0.8,0.003,0:01:20.322279
0.5374220374220374,0.4831649831649832,11,300,16,1,0.8,0.003,0:01:20.752079
0.5031185031185031,0.4511784511784512,12,300,16,1,0.8,0.003,0:01:04.837265
0.6652806652806653,0.6127946127946128,14,300,16,1,0.8,0.003,0:01:04.564772
0.5,0.4444444444444444,13,300,16,1,0.8,0.003,0:00:52.924321
