Seed,N_gen,PS,PC,PM,radius,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,PS,PC,PM,radius,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,PS,PC,PM,radius,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,PS,PC,PM,radius,Pressure,Fitness,UnseenAccuracy,Time
Seed,N_gen,PS,PC,PM,radius,Pressure,Fitness,UnseenAccuracy,Time
1,100,50,0.8,0.9,0.01,0.2,0.3659043659043659,0.3265993265993266,0:01:37.426408
3,100,50,0.8,0.9,0.01,0.2,0.40124740124740127,0.3434343434343434,0:01:37.525143
0,100,50,0.8,0.9,0.01,0.2,0.38357588357588357,0.35858585858585856,0:01:38.170422
2,100,50,0.8,0.9,0.01,0.2,0.4968814968814969,0.4478114478114478,0:01:38.189643
4,100,50,0.8,0.9,0.01,0.2,0.44386694386694386,0.4208754208754209,0:00:59.364241
